Id tin ,Tieu de tin ,Dia diem tuyen dung ,Tinh thanh tuyen dung ,Chuc vu ,Muc luong ,Hinh thuc lam viec ,Nhu cau,Nganh nghe ,Linh vuc ,Kinh nghiem ,Id cong ty 
783842,Truong phong kinh doanh (Binh Duong),"Tru so chinh: 374C/2, To 9,KP 1B,P.An Phu, TP.Thuan An,Binh Duong",Binh Duong,Truong Phong,15 - 20 trieu,Toan thoi gian co dinh,1,Cham soc khach hang,quan ly cham soc khach hang,1 - 2 nam kinh nghiem,206127
783839,Ke toan tong hop (Binh Duong),"Tru so chinh: 374C/2, To 9,KP 1B,P.An Phu, TP.Thuan An,Binh Duong",Binh Duong,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,Ke toan - Kiem toan,ke toan tong hop,1 - 2 nam kinh nghiem,206127
782104,KE TOAN TONG HOP,"SO - 02 , Toa T11, Khu do Thi Vinhomes Times City - 458 Minh Khai, phuong Vinh Tuy, quan Hai Ba Trung, thanh pho Ha Noi, Viet Nam",Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,Ke toan - Kiem toan,ve tranh tai nha,1 - 2 nam kinh nghiem,206171
784411,Truong phong Hanh chinh Nhan su,"283 Dinh Huong, Phuong Dong Cuong, TP Thanh Hoa",Thanh Hoa,Truong Phong,Thoa thuan,Toan thoi gian co dinh,1,"Luat - Phap ly, Quan tri kinh doanh, Nhan su",quan tri nhan luc,5 - 10 nam kinh nghiem,206190
781633,Nhan vien thiet ke,"283 Dinh Huong, Phuong Dong Cuong, TP Thanh Hoa",Thanh Hoa,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"IT phan mem, Thiet ke - My thuat, Marketing - PR",thiet ke do hoa,1 - 2 nam kinh nghiem,206190
784209,TUYEN NHAN VIEN BAN HANG TAI BA RIA VUNG TAU,245 CACH MANG THANG 8 PHUONG PHUOC HIEP THANH PHO BA RIA,Ba Ria Vung Tau,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Viec lam ban hang, Nhan vien kinh doanh",nhan vien tu van ban hang,1 - 2 nam kinh nghiem,206255
781912,nhan vien thiet ke (designer),43 duong 12 Phuong Hiep Binh Phuoc KP5 TP Thu Duc Tp HCM,Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Thiet ke - My thuat, Thiet ke web",3d designer,1 - 2 nam kinh nghiem,206300
781139,NHAN VIEN FACABOOK ADS,"71 Do Quang, Cau Giay",Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Nhan vien kinh doanh, Y te - Duoc",Nhan Vien Kinh Doanh Website,0 - 1 nam kinh nghiem,206307
782018,Tro ly kinh doanh - marketing,Toa Imperial Plaza 360 Giai Phong,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cong nghe cao, Giao duc - Dao tao, Nhan vien kinh doanh",nhan vien kinh doanh giao duc,0 - 1 nam kinh nghiem,206444
782563,cham soc khach hang,"Lau 3, Toa nha SaigonTel, Lo 46, CVPM Quang Trung, P. Tan Chanh Hiep, Q. 12, TP HCM",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, IT phan mem, Tu van",nhan vien ho tro khach hang,Khong yeu cau,206449
784367,Content Marketing,"49 Nguyen Thi Minh Khai, phuong Ngo May, thanh pho Quy NHon, Binh Dinh",Binh Dinh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,"Marketing - PR, Dien tu vien thong, Nganh nghe khac",nhan vien content,Khong yeu cau,206537
780762,Ky Thuat Vien Spa,so 195 Kim Hoa,Ha Noi,Nhan vien,7 - 10 trieu,Hop dong,1,Lam dep - The luc - Spa,nhan vien spa chua biet nghe,Khong yeu cau,206609
783702,TUYEN NHAN VIEN TU VAN TAI CHINH HO TRO VAY VON TIEU DUNG,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Viec lam ban hang, Tu van",quan ly chuoi cua hang thoi trang,Khong yeu cau,206622
783244,TUYEN TELESALE TAI CHINH ( 10 - 20 TRIEU THANG ),"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Viec lam ban hang, Tu van",nhan vien sieu thi mini,Khong yeu cau,206622
783192,TUYEN NHAN VIEN TU VAN CSKH ( 10 - 15 TRIEU THANG ),"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Viec lam ban hang, Tai chinh",giam sat thu hoi no,Khong yeu cau,206622
783141,TUYEN NHAN VIEN TU VAN CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Telesales",tu van nha khoa,Khong yeu cau,206622
782668,TUYEN 3 CHUYEN VIEN TU VAN TAI CHINH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Telesales",tu van giam sat cong trinh giao thong,Khong yeu cau,206622
782553,TUYEN NHAN VIEN TU VAN CSKH TAI VAN PHONG,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Telesales",chuyen vien tu van tam ly,Khong yeu cau,206622
781984,TUYEN TELESALE,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Viec lam ban hang, Tu van",nhan vien ban hang luong cao,Khong yeu cau,206622
781905,[ HCM ] - TUYEN CHUYEN VIEN TU VAN CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Telesales",chuyen vien tu van tuyen sinh,Khong yeu cau,206622
781705,TUYEN NHAN VIEN KINH DOANH TAI VAN PHONG,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Bao hiem, Viec lam ban hang, Tu van",bac si tu van online,Khong yeu cau,206622
781616,TUYEN CHUYEN VIEN TU VAN VAY TIN CHAP [ SALE ],"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Nhan vien kinh doanh, Ngan hang - Chung khoan - Dau tu",tong dai vien ngan hang,Khong yeu cau,206622
781173,CAN TUYEN CHUYEN VIEN TU VAN CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Telesales",telesale tai nha,Khong yeu cau,206622
780792,TUYEN NHAN VIEN TU VAN TAI CHINH [ TELESALE ],"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Hanh chinh - Van phong, Viec lam ban hang, Nhan vien kinh doanh",nhan vien ban hang gio hanh chinh,Khong yeu cau,206622
780589,[ TUYEN TELESALE ] - NHAN VIEN TU VAN CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Telesales",nhan vien tu van phap ly,Khong yeu cau,206622
780421,TUYEN TELESALE [ NHAN VIEN TU VAN ],"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Tai chinh",tham dinh tin dung ca nhan,Khong yeu cau,206622
780420,TUYEN TELESALE [ NHAN VIEN TU VAN ],"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Tai chinh",tham dinh tin dung ca nhan,Khong yeu cau,206622
780415,[ TELESALE ] - NHAN VIEN TU VAN TAI CHINH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Telesales",Nhan Vien Tong Dai Viettel,Khong yeu cau,206622
780360,TUYEN NHAN VIEN TU VAN TIN DUNG [ TELESALE ],"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tai chinh, Nhan vien kinh doanh",nhan vien phong kinh doanh,Khong yeu cau,206622
780326,[SHIHNAN BANK] -CAN TUYEN NHAN VIEN CSKH,"Toa nha Pico Plaza, So 20 Cong Hoa, Phuong 12, Quan Tan Binh, TP HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Nhan vien kinh doanh, Hanh chinh - Van phong",nhan vien van phong luong cao,Khong yeu cau,206622
780896,Nhan vien tu van -THU NHAP CAO TREN 15 TRIEU,quan 2,Ho Chi Minh,Nhan vien,20 - 30 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Luong cao, Nhan vien kinh doanh",nhan vien kinh doanh khong can kinh nghiem,Khong yeu cau,206643
780676,Nhan vien kho,"Di An, Binh Duong",Binh Duong,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Cong nghe thuc pham, Van chuyen giao nhan",giao nhan ho so,0 - 1 nam kinh nghiem,206678
781676,[BINH DUONG] - Nhan vien kiem hang - Dong goi - Van chuyen,7A/1C Dai lo Binh Duong KP Binh Duc P Binh Hoa,Binh Duong,Moi Tot Nghiep,5 - 7 trieu,Toan thoi gian co dinh,1,"Det may - Da giay, Lao dong pho thong, San xuat - Van hanh san xuat",nhan vien van hanh san xuat,Khong yeu cau,206679
783557,Nhan vien bo phan quang cao truyen thong,So 423 Minh Khai - Vinh Tuy - Hai Ba Trung - Ha Noi,Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Marketing - PR, Kien truc - Tk noi that",brand marketing,1 - 2 nam kinh nghiem,206727
782769,Dai ly tu van Bao Hiem Manulife,102 AB Cong Quynh,Ho Chi Minh,Truong nhom,10 - 15 trieu,Toan thoi gian co dinh,1,"Bao hiem, Tu van, Nhan vien kinh doanh",nhan vien bao hiem nhan tho,Khong yeu cau,206737
780744,Truong phong ky thuat,ngo 181 Xuan Thuy,Ha Noi,Truong Phong,15 - 20 trieu,Toan thoi gian co dinh,1,"Co khi - Che tao, Dien - Dien tu, Dien tu vien thong",ky su qs co dien,5 - 10 nam kinh nghiem,206910
783735,Nhan vien Cham Soc KH,Toa 101 Usilk - khu do thi Van Khe,Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,Cham soc khach hang,nhan vien cham soc khach hang,0 - 1 nam kinh nghiem,206970
782385,TUYEN NAM NU NVKD DI LAM NGAY,"12, duong so 20,kp3, phuong linh chieu, tp.thu duc",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"KD bat dong san, Telesales, Cham soc khach hang",quan ly cham soc khach hang,Khong yeu cau,207006
782051,TUYEN DUNG NAM NU NHAN VIEN KINH DOANH LAM VIEC VAN PHONG,"12, duong so 20,kp3, phuong linh chieu, tp.thu duc",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, KD bat dong san, Telesales",chuyen vien bat dong san,Khong yeu cau,207006
781188,Tuyen dung nhan vien kinh doanh luong cung canh tranh,"12, duong so 20,kp3, phuong linh chieu, tp.thu duc",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"KD bat dong san, Tu van, Cham soc khach hang",nhan vien cham soc khach hang online,Khong yeu cau,207006
783427,[SMOLLAN HCM] NHAN VIEN PHAT TRIEN VI DIEN TU SMARTPAY,"Tang 8, So 285 Cach Mang Thang 8 Phuong 12, quan 10, Ho Chi Minh",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Nhan vien kinh doanh, Tu van",ke toan ban hang,Khong yeu cau,207028
783146,Ky Su QAQC Xay dung,"Ho Chi Minh Quan Go Vap 183/31 DUONG SO 10, KHU PHO 3, PHUONG 8",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Xay dung, Tham dinh - Giam tham dinh - Quan ly chat luong",nhan vien dich vu khach hang,1 - 2 nam kinh nghiem,207082
783941,Nhan vien tuyen dung,4B Nguyen Van Cu Phuong Cau Kho Quan 1 TPHCM,Ho Chi Minh,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,1,Nhan su,nhan vien tuyen dung,Khong yeu cau,207143
784462,Nhan Vien Tu Van Visa Nhap Canh,339 Nguyen Kiem Phu Nhuan HCM,Ho Chi Minh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,"Dich vu, Tu van, Nganh nghe khac",nhan vien dich vu khach hang,0 - 1 nam kinh nghiem,207202
782856,KY THUAT VIEN SAN XUAT,"Duong 1B, Kcn Phu My I, Phuong Phu My, Thi Xa Phu My, Tinh Ba Ria Vung Tau",Ba Ria Vung Tau,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,San xuat - Van hanh san xuat,nhan vien ke hoach san xuat,1 - 2 nam kinh nghiem,207224
780821,NHAN VIEN THIET KE,"So 6 Phan Dinh Phung, phuong Quan Thanh, Ba Dinh, Ha Noi",Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Marketing - PR, Thuc pham - Do uong",nhan vien chup anh san pham,Khong yeu cau,207379
783027,Chuyen vien Tu van Tai chinh,"67 Dinh Bo Linh, Phuong 26, quan Binh Thanh",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Tai chinh",nhan vien tu van,Khong yeu cau,207405
782579,Thuc Tap Sinh Tu van mo The Tin dung ngan hang,"67 Dinh Bo Linh, Phuong 26, quan Binh Thanh",Ho Chi Minh,Thuc tap sinh,3 - 5 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tai chinh, Tu van",thuc tap sinh tai chinh ngan hang,Khong yeu cau,207405
782008,Nhan Vien Nhac Phi Qua Dien Thoai,"67 Dinh Bo Linh, Phuong 26, quan Binh Thanh",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Cham soc khach hang, Tu van, Tai chinh",thu hoi no ngan hang,Khong yeu cau,207405
781640,Nhan vien phat trien san pham RandD,672 Ngo Gia Tu Long Bien Ha Noi,Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,In an - Xuat ban,nhan vien thiet ke che ban in,1 - 2 nam kinh nghiem,207419
781939,TUYEN 02 NHAN VIEN KHO,"144C Le Thi Rieng, Khu Dan Cu Thoi An, Phuong Thoi An",Ho Chi Minh,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,1,Vat tu - Thiet bi,nhan vien cham soc khach hang,Khong yeu cau,207440
781937,TUYEN 02 NHAN VIEN DONG HANG,"144C Le Thi Rieng, Khu Dan Cu Thoi An, Phuong Thoi An",Ho Chi Minh,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,1,"Ky thuat, Lao dong pho thong",nhan vien phong hanh chinh nhan su,Khong yeu cau,207440
781625,[QUAN 2] - Nhan vien tiep thi noi ngoai that - kien truc,"cat lai, nhon trach, dong nai",Ho Chi Minh,Nhan vien,10 - 15 trieu,Hop dong,1,"Kien truc - Tk noi that, Xay dung",truong phong thiet ke noi that,0 - 1 nam kinh nghiem,207443
782617,Nhan vien Trinh Duoc Vien OTC khu vuc Ha Noi,Toa nha Sinh Plaza - So 261 Pham Van Dong - phuong Xuan Dinh - quan Bac Tu Liem - Tp Ha Noi,Ha Noi,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Tu van, Y te - Duoc, Phat trien thi truong",Trinh Duoc Vien,0 - 1 nam kinh nghiem,207464
781440,Nhan vien Digital Marketing Lam Viec O Thu Duc,1/4b duong Linh Dong Kp7,Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Marketing - PR, Tiep thi - Quang cao, Truyen thong",chuyen vien seo,1 - 2 nam kinh nghiem,207497
782006,Nhan vien Tiep tan,59A-59B Nguyen Quy Yem Phuong An Lac Quan Binh Tan,Ho Chi Minh,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,1,Le tan - PG - PB,Le Tan Cong Ty,Khong yeu cau,207612
781430,Nhan vien kinh doanh,59A-59B Nguyen Quy Yem Phuong An Lac Quan Binh Tan,Ho Chi Minh,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,1,Nhan vien kinh doanh,nhan vien kinh doanh thiet bi y te,Khong yeu cau,207612
782805,Nhan Vien Co Khi Han C02 miq,61/70 Pham Hung Binh Hung,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,Co khi - Che tao,tho han sat,Khong yeu cau,207660
783878,Chuyen vien kinh doanh,"1158 duong de nguyen khoai, Linh Nam, Hoang Mai, Ha Noi",Ninh Binh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,Nhan vien kinh doanh,Nhan Vien Kinh Doanh Son,0 - 1 nam kinh nghiem,207673
782267,CHUYEN VIEN TU VAN NHA PHO (LUONG 6 TRIEU - 11 TRIEU HOA HONG 60TR - 80TR),"15-17 Me Linh, Phuong 19, Quan Binh Thanh, Ho Chi Minh, Viet Nam",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"KD bat dong san, Quan tri kinh doanh, Tu van",chuyen vien kinh doanh bat dong san,Khong yeu cau,207713
782120,CHUYEN VIEN MARKETING TONG HOP,"15-17 Me Linh, Phuong 19, Quan Binh Thanh, Ho Chi Minh, Viet Nam",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Bao chi - Truyen hinh, To chuc su kien, Truyen thong",chuyen vien to chuc su kien,1 - 2 nam kinh nghiem,207713
782350,Nhan Vien Digital Marketing (Chay Quang Cao),"So 106 Le Dai Hanh, Phuong 7, Quan 11, TPHCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Marketing - PR, Y te - Duoc, IT phan mem",Digital Marketing,0 - 1 nam kinh nghiem,207748
781596,( TUYEN GAP ) SINH VIEN THUC TAP VI NV KINH DOANH,"353 Vanh Dai Trong, P. Binh Tri Dong B, Q, Binh Tan",Ho Chi Minh,Thuc tap sinh,7 - 10 trieu,Toan thoi gian co dinh,1,"Nhan vien kinh doanh, Quan tri kinh doanh",Nhan Vien Sale Online,Khong yeu cau,207762
781737,[ BINH DUONG ] TUYEN KY THUAT LAP DAT THIET BI BEP,"So 12, Duong so 1, Khu Dan Cu Ehome 4, Vinh Phu, Thuan An, Binh Duong",Binh Duong,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,"Ky thuat, Xay dung, Dien - Dien tu",kiem ke hang hoa,1 - 2 nam kinh nghiem,207782
781078,Tuyen Chuyen Vien Tu Van Bao Hiem - FTA,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Bao hiem, Tu van, Telesales",telesale bao hiem,1 - 2 nam kinh nghiem,207852
781069,AIA - Chuyen Vien Tu Van Bao Hiem - FTA,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Bao hiem, Tai chinh, Tu van",chuyen vien tu van tai chinh doanh nghiep,1 - 2 nam kinh nghiem,207852
780993,Quan 12 - Cong ty Bao Hiem Nhan Tho AIA tuyen dung nhan su - FTA,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Bao hiem, Tai chinh, Tu van",chuyen vien phan tich,1 - 2 nam kinh nghiem,207852
780988,Tuyen Chuyen Vien Hoach Dinh Tai Chinh - FTA,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Bao hiem, Tai chinh",chuyen vien kinh te,1 - 2 nam kinh nghiem,207852
780984,AIA - Chuyen vien hoach dinh tai chinh - FTA,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Bao hiem, Tai chinh, Tu van",nhan vien tu van,1 - 2 nam kinh nghiem,207852
780503,Tuyen Dung Nhan Vien Truc Tong Dai,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Bao hiem, Viec lam ban hang, Tu van",nhan vien tu van khach hang,1 - 2 nam kinh nghiem,207852
780439,Quan 12 - Tuyen Dung,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Tai chinh, Bao hiem, Tu van",chuyen vien tu van,1 - 2 nam kinh nghiem,207852
780384,TAP DOAN AIA TUYEN DUNG,"Tang tret Toa nha Kim Tam Hai 27 Truong Chinh, Tan Thoi Nhat, Quan 12",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Bao hiem, Tai chinh, Viec lam ban hang",nhan vien ban bao hiem,1 - 2 nam kinh nghiem,207852
781537,Stylist,3A De Tham Phuong Co Giang Quan 1,Ho Chi Minh,Nhan vien,10 - 15 trieu,Hop dong,1,Lam dep - The luc - Spa,nhan vien spa,1 - 2 nam kinh nghiem,207884
781368,Marketing Excutive,47 D1 Khu Do Thi Him Lam phuong Tan Hung,Ho Chi Minh,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,Tiep thi - Quang cao,chuyen vien quang cao,1 - 2 nam kinh nghiem,207884
783876,Nhan vien Kho va Van Chuyen,PHO TRUNG THANG â€“ BINH THANG â€“ DI AN- BINH DUONG,Binh Duong,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Lao dong pho thong, Van chuyen giao nhan, Vat tu - Thiet bi",hoa vien 3d noi that,0 - 1 nam kinh nghiem,208041
783256,(GAP) Nhan Vien Theo Doi Don Hang Biet Tieng Anh (Merchandiser),,Binh Duong,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,"Quan ly don hang, Hanh chinh - Van phong, Bien - Phien dich",nhan vien marketing bds,Khong yeu cau,208050
783254,Tuyen Gap Nhan Vien Theo Doi Don Hang Biet Tieng Anh (Merchandiser),,Binh Duong,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,"Bien - Phien dich, Cham soc khach hang, Quan ly don hang",luong 7 trieu,Khong yeu cau,208050
780581,TTS Kinh Doanh (Luong ho tro 5 trieu),So 12 - 14 Duong so 3 KDC Binh Phu Phuong 11 Quan 6,Ho Chi Minh,Thuc tap sinh,5 - 7 trieu,Toan thoi gian co dinh,1,"Tu van, Hanh chinh - Van phong, Quan tri kinh doanh",thuc tap sinh hanh chinh,Khong yeu cau,208065
780593,Chuyen Vien DIGITAL MARKETING,QL91 phuong Trung Kien Quan Thot Not TP Can Tho,Can Tho,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Truyen thong, Marketing - PR, Tiep thi - Quang cao",chuyen vien digital marketing,1 - 2 nam kinh nghiem,208124
783297,Truong Phong Nhan Su,144-146-148 Le Lai Phuong Ben Thanh Quan 1,Ho Chi Minh,Truong Phong,Thoa thuan,Toan thoi gian co dinh,1,Nhan su,quan tri nhan luc,2 - 5 nam kinh nghiem,208156
783644,Nhan Vien Ban Hang,"447, Truong Chinh, P.14, Q. Tan Binh, TP. Ho Chi Minh.",Ho Chi Minh,Nhan vien,5 - 7 trieu,Ban thoi gian,1,Viec lam ban hang,nhan vien tu van ban hang,0 - 1 nam kinh nghiem,208171
782064,Ky su co dien,"Tang 12, toa nha HUDLAND TOWER, lo ACC7, khu dich vu tong hop Linh Dam, Phuong Hoang Liet, Quan Hoang Mai, Thanh Pho Ha Noi, Viet Nam",Ha Noi,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,Dien - Dien tu,thiet ke do hoa,2 - 5 nam kinh nghiem,208200
782057,Ky su xay dung,"Tang 12, toa nha HUDLAND TOWER, lo ACC7, khu dich vu tong hop Linh Dam, Phuong Hoang Liet, Quan Hoang Mai, Thanh Pho Ha Noi, Viet Nam",Ha Noi,Nhan vien,Thoa thuan,Toan thoi gian co dinh,1,Xay dung,Sale Khach San,2 - 5 nam kinh nghiem,208200
782032,Pho truong phong Dau tu,"Tang 12, toa nha HUDLAND TOWER, lo ACC7, khu dich vu tong hop Linh Dam, Phuong Hoang Liet, Quan Hoang Mai, Thanh Pho Ha Noi, Viet Nam",Ha Noi,Pho phong,Thoa thuan,Toan thoi gian co dinh,1,Ngan hang - Chung khoan - Dau tu,tai chinh doanh nghiep,2 - 5 nam kinh nghiem,208200
781172,Tuyen 05 Y sy y hoc co truyen (hoac chuyen nganh co lien quan),BT6/16A1 Lang Viet Kieu Chau Au,Ha Noi,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,"Giao duc - Dao tao, Lam dep - The luc - Spa, Tu van",chuyen vien spa,Khong yeu cau,208211
784387,Nhan vien lao dong tien luong,"173 Truong Dinh, phuong 9, Quan 3, Tp. HCM",Ho Chi Minh,Nhan vien,10 - 15 trieu,Toan thoi gian co dinh,1,"Nhan su, Hanh chinh - Van phong",nhan su tien luong,1 - 2 nam kinh nghiem,208224
783014,NHAN VIEN VAN PHONG,33 Ngo Quang Huy PHuong Thao Dien Quan 2,Ho Chi Minh,Nhan vien,5 - 7 trieu,Toan thoi gian co dinh,1,"Marketing - PR, Cham soc khach hang, My pham - Thoi trang - Trang suc",Customer Service,Khong yeu cau,208232
782772,SEO Technical,33 Ngo Quang Huy PHuong Thao Dien Quan 2,Ho Chi Minh,Nhan vien,7 - 10 trieu,Toan thoi gian co dinh,1,Marketing - PR,social media executive,Khong yeu cau,208232
